"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Summer","JFK","Snow","Stratus","Polar Jet","Severe","B787","Standard Fabric","GEnx","United States","Modern Glass",2793.85973821549,190426.965860234,51500.7432998913,40981.230446539,514.941282859803,24.1561125861267,119.339703968553,381.056221440508,-52.5178084199579,37.5425236510505,159,286.987969328308,541,5163.6726961432,44.7088073553287,3,1,34900.6090518418
"Spring","JFK","Storm","Cumulus","Polar Jet","High","B737","Leather","LEAP-1A","Consortium","Modern Glass",725.646562721552,72682.8119913883,11242.9158380962,34411.1189793948,445.251778434164,27.0932169648923,60.3479189398155,136.851064070973,-60.5921780610824,27.3205207180285,49,149.413485155433,83,7041.65827021355,31.3267704667815,7,0,3871.13426332012
"Spring","ATL","Storm","Cumulonimbus","Weak Jet","Moderate","A350","Premium Fabric","Trent XWB","United Kingdom","Classic Terminal",1963.71600652134,199448.596006555,46360.2095216528,43792.6999210915,526.622294539793,0.886115501251186,34.3347898477846,684.504525301323,-51.1936463141654,32.1364354215024,215,299.986282953074,219,5754.38192095808,9.2230429654121,2,6,26302.1670437499
"Fall","LAX","Storm","Cumulonimbus","Polar Jet","Severe","A320","Premium Fabric","CFM56","Consortium","Modern Glass",1174.48325801371,87153.5532430138,14422.3626420706,36145.1677698113,443.623389420166,86.8485207487851,89.1495166303384,331.457725601561,-53.9309911748714,204.176539142915,66,166.439367443092,96,7924.47224415167,43.8806673082636,5,1,9709.29607107832
"Summer","ATL","Rain","Stratus","Weak Jet","High","A320","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",513.583462907746,73891.8455920087,16928.1963472282,36874.7028572313,446.639454730069,-23.7241534079933,48.2118162275832,148.735577182378,-39.9578379706374,57.6963836921423,53,176.140531476836,117,7668.95343224456,24.8129980010332,1,0,3212.38894111193
"Fall","ATL","Clear","Stratus","Polar Jet","Low","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",612.087963669806,75408.2366849872,19350.3634591586,37172.9046952375,505.291159904498,42.2179804918427,25.3408057466689,106.789685127677,-55.228477976024,0,59,167.913040395877,138,7414.71480375366,5.29375799138528,1,1,2689.89261094775
"Summer","SEA","Rain","Stratus","Subtropical Jet","High","A320","Standard Fabric","CFM56","United States","Concrete Hub",1377.92861471536,72643.2731480843,16276.6623033013,38506.3915422881,495.22139524845,37.3481963313144,55.3081750435418,451.334760270639,-34.9708019551568,51.6747257899733,74,174.270996457412,89,7969.21177166215,58.7579915198282,6,2,11955.0526528226
"Fall","LAX","Clear","Cirrus","Subtropical Jet","Moderate","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",681.752608761481,65555.3109071658,15206.2639963914,34983.7697342059,454.728208953775,15.5558785930684,11.3069306933871,119.246641782603,-35.6138755974435,4.9450867068167,74,175.419606464152,84,7551.6125772693,17.1709108493149,2,1,2459.20939450394
"Winter","ATL","Snow","Stratus","Polar Jet","Low","B737","Leather","LEAP-1A","France","Concrete Hub",801.588546740801,88897.4213639872,21098.4363331243,38356.3739487034,466.864386123984,45.812374442235,38.8254214823806,174.244710102454,-66.1984628407252,14.7655032995177,73,207.483623159694,200,7407.71280675299,12.2087168041598,3,2,4617.99759012477
"Winter","ATL","Clear","Cumulus","Subtropical Jet","Low","A320","Leather","LEAP-1A","Consortium","Classic Terminal",539.60208134153,78498.9119591884,18421.5482790019,38434.0190973966,475.881785620061,27.9035088468964,5.78942006206038,176.429738364855,-46.6928881807173,0,72,189.200381403367,131,7574.94045664762,9.71336949639037,3,1,1989.78351281056
"Summer","ATL","Rain","Stratus","Subtropical Jet","Moderate","B737","Leather","CFM56","France","Classic Terminal",658.77531879947,84595.9737888905,19160.7603092557,37686.5395628166,475.535412693777,8.75308515580836,10.3613582919235,119.173078243051,-28.698339650534,0,88,177.008988285139,204,7788.48245868173,14.2010292246973,5,1,2726.51000871651
"Summer","JFK","Storm","Cumulonimbus","Weak Jet","Moderate","A320","Leather","LEAP-1A","Consortium","Modern Glass",829.139220267853,83846.4622136422,20679.4110183102,35135.3379418816,467.344861326779,-13.723036452822,97.626114154803,176.646362828819,-45.8353752154497,39.6433225810134,68,168.897719363529,154,7470.28106229006,27.1363970104531,5,1,6675.1596151654
"Spring","JFK","Rain","Stratus","Subtropical Jet","Severe","B737","Leather","LEAP-1A","France","Modern Glass",648.452337450657,75528.467352968,19920.2503971809,35242.4330030305,437.629579004225,39.9210626163526,153.505018476916,105.966254775533,-36.4928915397681,66.3541696322186,60,165.709193684135,156,6920.76744746502,43.5405094154642,4,0,4138.76920772326
"Winter","JFK","Snow","Stratus","Weak Jet","High","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",2257.39889654191,178644.59683671,39190.058959486,42791.9887022146,510.746572640008,42.0911886753575,65.494835351459,700.369110137837,-63.4691926352926,0,160,221.129272554256,170,5252.45016233502,39.4641552671067,2,5,21566.1583584475
"Fall","LAX","Storm","Stratus","Subtropical Jet","Moderate","B787","Premium Fabric","GEnx","United States","Concrete Hub",2772.1461199823,180878.967826041,40695.7672686919,42908.9669790383,516.249154547701,48.7660440434638,45.4356313354993,527.59341160287,-38.7127557791211,50.4116615320545,245,281.195329136379,234,5246.94098182592,25.206257441609,7,7,31786.4985900647
"Winter","ATL","Clear","Cumulus","Polar Jet","Low","B737","Standard Fabric","LEAP-1A","France","Concrete Hub",657.970447110046,74305.0736611222,21427.7714835088,40190.0370467839,490.242066176966,74.1315163497221,13.5157846426631,183.440800673945,-61.7374052480822,0,41,167.347252202296,124,7620.35842942401,12.2987070336899,4,1,2658.78085870061
"Spring","JFK","Rain","Cumulus","Polar Jet","High","B737","Premium Fabric","LEAP-1A","France","Classic Terminal",730.959213095284,69394.2607781426,11167.9428985316,36422.4678204256,444.971655667204,78.5763936142317,42.8021238186974,108.300531184805,-56.7568521184793,50.1656574972048,47,155.664946761088,93,7558.62792535301,35.9288125552766,5,0,3081.87549583296
"Winter","ATL","Snow","Cumulus","Polar Jet","High","B787","Leather","GEnx","United States","Concrete Hub",1361.02009651598,166609.505681981,34696.2039118254,41079.0126049257,503.999585645893,60.734830623143,35.0928150375669,195.300529268167,-64.4296266452359,34.0734596117608,139,219.746080972696,169,5304.93248073486,11.8995160296842,5,1,10338.8610635726
"Fall","ATL","Rain","Stratus","Polar Jet","Severe","B787","Standard Fabric","GEnx","Consortium","Concrete Hub",2212.25382319679,190182.211845938,49365.2025861447,43084.451606384,505.970745083801,73.7860062819697,65.2106209193937,505.082530487761,-56.3843635271528,31.1444370989598,194,311.119062857112,435,5560.90504672635,26.4631361804065,4,2,24634.899975515
"Fall","JFK","Clear","Cumulus","Weak Jet","Moderate","B737","Leather","LEAP-1A","France","Modern Glass",647.5904988863,72823.9775895131,17735.7461416805,37215.8459294403,500.316505788259,-57.3538286035549,29.2599286398118,151.871493411882,-51.5133957524067,0,68,173.241288066299,144,7521.13577768783,9.18832778988386,2,0,3519.92343338984
"Winter","SEA","Rain","Stratus","Polar Jet","Moderate","B737","Standard Fabric","CFM56","France","Modern Glass",1185.9966841637,96166.4217692121,24053.7652836284,40231.8530915527,476.046682041771,47.063803156858,14.1616077464036,261.525524415885,-65.9474513028247,0,99,215.962841387511,166,7536.75622412392,26.3701873234224,5,2,5820.12120860013
"Summer","ATL","Storm","Cumulonimbus","Weak Jet","Low","A320","Premium Fabric","LEAP-1A","France","Concrete Hub",642.542447839831,81892.9566881993,17377.9334352197,36610.8189724411,471.594864655815,-46.5416385356866,57.4508809375923,271.704515950482,-42.8632385921612,0,77,174.808574540614,140,7682.6440789899,7.32054814602129,2,0,4199.12091748626
"Winter","LAX","Rain","Cirrus","Polar Jet","Low","A320","Standard Fabric","CFM56","Consortium","Modern Glass",1023.97425346881,76727.9865918589,19375.7829403579,40425.091183217,486.381591750168,41.5997793192483,14.1630535707797,258.031217568134,-58.9439146360972,0,47,181.506608623417,133,8012.82667385294,14.5170385191261,3,1,4448.49764355655
"Spring","ATL","Rain","Stratus","Weak Jet","Low","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",534.118902207636,73462.2405036371,18458.7612144421,36594.3376069777,461.084566102519,53.7961488979364,14.3256320393432,222.962212264697,-44.7903724532535,0,48,178.79644396452,121,7917.85637346831,14.4055067319306,2,1,2306.45679141269
"Summer","ATL","Rain","Cumulonimbus","Weak Jet","Moderate","B737","Leather","CFM56","Consortium","Classic Terminal",502.737710793946,76127.6621849546,14617.1022605561,37555.0718028561,476.409747158724,37.922551480959,8.71845039293524,108.031627942831,-38.7118933399268,0,103,160.885406257141,93,7539.00062139819,9.01654308179007,5,1,1879.62424671846
"Winter","LAX","Clear","Cirrus","Polar Jet","High","B737","Leather","CFM56","United Kingdom","Modern Glass",1256.45183178464,79604.580482789,16504.4322542536,41201.1370108637,498.755699142225,14.9507497915388,21.5973020873785,243.433388039231,-59.2907867208237,0,76,162.976395884717,135,7697.55354223495,25.0220768904973,3,2,6251.13516858974
"Winter","JFK","Snow","Stratus","Polar Jet","Moderate","A320","Lie-Flat Premium","CFM56","Consortium","Classic Terminal",871.218461628409,76684.2177004226,8108.20627935421,34449.8354192138,477.746994335373,21.8678485563275,61.5027668599408,172.260011493386,-67.769849358899,6.23805562287621,30,103.66482918167,84,7437.24692266134,13.8769677949977,4,1,4444.88882440154
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",780.459402805375,76541.9135125403,15895.6515172185,36631.5224958407,450.051249872517,3.05084192026923,64.75222288307,140.995562213102,-30.4168377604173,4.34059500751875,41,160.5320294143,128,7594.99595236902,12.5387255988804,7,0,4167.98587017749
"Spring","LAX","Clear","Cumulus","Polar Jet","High","A320","Leather","CFM56","Consortium","Classic Terminal",720.991220068673,80665.9647686918,15931.3400717986,36297.7587960754,465.263745854398,101.655872045888,44.775800561962,113.724825640244,-50.9388345858633,0,39,145.790337863107,149,7209.62767786197,17.5486213713099,7,0,2615.5694894143
"Winter","ATL","Rain","Stratus","Polar Jet","Low","B787","Premium Fabric","GEnx","United States","Concrete Hub",2291.0807995322,188967.203047701,47070.3778802294,44461.2364869552,506.147549578608,64.063029480136,25.628642588763,636.481514672466,-58.4656634933049,0,311,306.989188815006,417,5605.09512060941,25.366945214677,5,9,16638.3554376894
"Spring","SEA","Rain","Stratus","Polar Jet","Moderate","B737","Leather","CFM56","Consortium","Classic Terminal",987.033082430103,80326.2913592153,18978.8880756246,40633.1108795508,455.725418291854,61.0641817102689,26.9764219976611,194.501996366927,-58.0939111614404,15.0506914010671,89,184.578526242286,117,7570.18836641638,36.9924450639198,5,1,4922.4065734904
"Spring","ATL","Rain","Stratus","Subtropical Jet","Low","A350","Standard Fabric","Trent XWB","United Kingdom","Concrete Hub",1333.37565876792,209188.460362025,53131.4553613863,43194.4457332614,534.361903666912,8.66044588285875,3.65219539297338,231.527298407221,-38.598901638513,0,215,322.885838289729,324,5457.70939502955,3.82287978346758,5,2,7812.49781329338
"Fall","ATL","Clear","Cumulonimbus","Weak Jet","Moderate","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",1117.09045658981,201340.064047172,42918.246056994,43472.7197479127,516.784881613398,18.5412524680994,11.8014115615786,119.707878688246,-46.819527965346,14.2997556210686,102,236.605341912169,214,5209.6885982652,8.38350074812006,3,3,6764.9573145952
"Spring","LAX","Rain","Stratus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Modern Glass",1158.95494180217,91700.9437206413,20680.358493304,40417.3482078615,490.435668936848,107.066133439774,27.1504398670712,235.438459371143,-50.2805447237188,5.35277594268537,88,189.733406053379,164,7726.07363359991,15.8244812080525,5,2,6748.41539984247
"Summer","JFK","Rain","Stratus","Polar Jet","High","A320","Leather","CFM56","Consortium","Classic Terminal",931.732072459229,81958.5088396454,17344.8729346925,37070.9465999295,488.411027778228,42.3560085856871,36.1795681817863,168.717082908338,-47.9735303975971,42.9839235814009,82,161.522074417974,143,7486.54834235229,15.9600149718639,4,1,5999.38982791751
"Summer","SEA","Rain","Stratus","Weak Jet","High","B787","Lie-Flat Premium","GEnx","United States","Modern Glass",1495.13154238737,170154.159009675,41487.0207750693,39926.6811479202,478.321753837407,0.00748282324560723,12.1295157963557,190.300870850847,-44.0134303517932,3.52221172727748,105,202.293518173622,334,4879.04954375328,11.5709900010442,8,0,8699.03710199132
"Spring","LAX","Clear","Stratus","No Significant Jet","High","B737","Leather","LEAP-1A","France","Modern Glass",760.044616377073,76589.8086105862,17354.7983532767,38838.2581637702,479.825912552859,-13.5282277579876,6.46424223876122,293.079186024299,-41.1637862924397,0,73,170.097331797614,139,7466.91689654913,15.982418129157,9,1,3724.4842948223
"Summer","JFK","Clear","Cumulus","Weak Jet","Severe","A320","Premium Fabric","LEAP-1A","France","Classic Terminal",536.420145748504,63231.1343161337,13449.1759510748,34591.6063371764,441.873987963412,8.48049588007603,108.856697475388,82.3158591057001,-39.8512057949297,107.877150184136,50,132.780106394967,87,7384.9395398322,19.9758380905755,4,0,2860.68222557349
"Winter","ATL","Storm","Stratus","Subtropical Jet","Low","A320","Standard Fabric","LEAP-1A","Consortium","Concrete Hub",847.907135778498,89986.6355381348,19688.6732847063,35918.0439750509,468.409564206001,54.1750895484522,19.7380273625228,361.530838344278,-46.2066494355008,23.0197362872529,89,212.465843042121,124,7647.13900125173,19.8650714984722,6,4,6026.50194581316
"Fall","LAX","Rain","Cirrus","Polar Jet","Low","B737","Premium Fabric","LEAP-1A","France","Concrete Hub",621.286296587997,65805.2951231663,12006.3651241391,38425.409984086,483.00240539143,29.8856937467323,17.7893872611826,68.5993085223162,-55.1543168369425,2.46787683405115,49,157.405782547468,80,7412.2696976859,6.48634862703975,4,0,1990.42435645113
"Spring","LAX","Rain","Stratus","Weak Jet","High","A350","Leather","Trent XWB","United Kingdom","Modern Glass",4575.45242599669,227734.313654539,58509.7852182863,45856.7503209349,571.432026509436,53.7060155122545,38.1570633519643,1728.47027150548,-44.2406469644253,38.5806363447841,512,329.771653859139,491,5720.2652446768,13.3662627740007,6,21,86303.1595857564
"Fall","SEA","Snow","Stratus","Polar Jet","Moderate","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Concrete Hub",2299.32688307394,213163.56401791,46276.9196452398,45311.1199363486,497.521298110199,53.250882534958,11.8478450598133,281.902768257593,-68.5411461985786,7.05489107593256,122,238.12792412563,269,4983.16841380268,22.7913871436044,6,3,13668.5512090488
"Spring","ATL","Rain","Stratus","Weak Jet","High","B737","Leather","LEAP-1A","Consortium","Classic Terminal",385.325981524993,71289.6922175722,12932.594538804,37000.8061517557,458.328198852447,0.680519653533496,24.7918905551246,79.5357346490046,-47.9469979808001,22.9842453400347,55,152.763748810239,89,7539.10109687622,7.34242115277354,3,0,1821.12924775118
"Winter","LAX","Clear","Stratus","Polar Jet","Low","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Regional Functional",3730.1571004151,212680.361312638,45605.3747244281,46425.158211471,552.408185998442,50.5584226125892,24.4307709261378,803.658129862543,-57.4614461539362,0,182,248.772104515152,239,4847.50235859511,33.841458537263,1,15,30580.4504478914
"Fall","LAX","Storm","Cumulonimbus","Weak Jet","Low","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",871.68451132281,86715.8764165959,23274.8827083041,36498.2160059897,468.211366181888,-6.56107614720231,49.6703022864399,291.863895522161,-48.5498824628303,0,69,195.400131310966,143,7558.32231959861,9.72982016376272,4,1,5800.91880010057
"Fall","JFK","Rain","Cumulus","Polar Jet","Severe","A320","Premium Fabric","CFM56","United States","Modern Glass",896.197166474308,76350.186455379,17085.9130020072,38038.2798011964,477.572313086144,82.7857577625794,75.8137037725002,164.21705582346,-61.9594228347213,36.4266351959175,40,156.883466134749,107,7671.49712556656,33.2418300899727,6,0,5640.84979662813
"Fall","JFK","Clear","Stratus","Polar Jet","Moderate","A320","Standard Fabric","CFM56","Consortium","Modern Glass",717.060420148907,78540.2848887941,19125.3300378599,37139.4594078373,458.395295198153,91.7035075112584,24.3687638305715,126.034935812378,-59.8596583647292,0,54,180.613102138609,154,7557.05881187823,15.9486226296065,1,1,2414.93476342613
"Spring","LAX","Rain","Stratus","Polar Jet","High","A320","Premium Fabric","CFM56","United States","Classic Terminal",1020.28823222493,78596.6364966587,14396.9281743923,39322.1779995531,490.928682037458,39.4704934417187,22.5115952229044,177.71882579329,-49.0699920331413,0,63,153.124943334548,105,7660.67769597521,18.8483051563836,4,1,4352.43229467065
"Summer","JFK","Rain","Cumulonimbus","Weak Jet","High","B737","Premium Fabric","CFM56","France","Classic Terminal",573.623367897963,81937.4253747569,22311.0069303645,32089.8032924994,416.917161940576,-3.66940373270079,25.8518731207633,59.7005110949314,-39.2326640409321,52.504520334029,72,185.849905515446,182,7063.34198737727,36.1216717746926,4,0,2659.36057964447
"Spring","ATL","Clear","Stratus","Subtropical Jet","Moderate","A320","Leather","LEAP-1A","France","Concrete Hub",421.315638870942,80664.1469913877,17279.886395789,35753.7658267906,463.323946276426,15.7572053586797,10.6904941943419,83.1078066640737,-41.2158257058843,0,61,171.934057426489,125,7393.09588471254,7.05335180963295,6,0,1378.42388943127
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","High","B737","Leather","CFM56","Consortium","Modern Glass",1884.81974730476,102310.200921793,24217.2564715088,38545.2577172255,508.437958421886,-7.05023855007519,225.977893239805,697.375515103827,-32.0063538090096,217.190075893953,121,203.34882367665,213,7536.86349387603,21.904405154552,2,4,35978.6742115661
"Winter","ATL","Rain","Cirrus","Weak Jet","Severe","B787","Leather","GEnx","United States","Concrete Hub",1512.41804239002,166716.950585503,39134.9152781972,39891.0642657016,500.386472435475,-17.3675695864864,17.6186033665482,386.870302370428,-52.3561485629154,17.1430148662797,209,250.005134943086,219,5052.00311740885,37.8248176517564,6,2,14601.1633637168
"Spring","LAX","Clear","Stratus","Weak Jet","Low","B737","Leather","LEAP-1A","France","Classic Terminal",728.376952536578,84017.8548505113,19909.582607105,39988.7058166103,485.022095091568,37.1774698822964,17.6946264228619,201.793083191646,-45.4134476927119,0,128,190.382199838856,158,7107.346734785,3.28937450315834,3,1,3407.11302131208
"Winter","JFK","Snow","Stratus","Polar Jet","High","A320","Premium Fabric","CFM56","Consortium","Classic Terminal",754.088553716294,72928.4403531579,15190.7162763555,34657.2578951014,478.177056347899,67.4244529885246,34.5882570821765,82.9980538512805,-65.9306419829588,14.8709162841794,53,152.064515558302,103,7576.05143617051,12.1506085451603,4,0,3374.46224025553
"Spring","LAX","Snow","Stratus","Polar Jet","Severe","B737","Premium Fabric","CFM56","Consortium","Modern Glass",1474.21400643815,95167.4647537142,17732.349905297,38901.1066324106,479.883358819702,65.2096142187665,90.9662527729923,287.299491226432,-57.4387790172589,86.1826595792399,105,208.331892926789,128,7536.83642296984,39.6326873805764,2,3,13284.7374808513
"Summer","SEA","Clear","Cirrus","Weak Jet","Severe","A350","Standard Fabric","CFM56","Consortium","Classic Terminal",3254.17038544174,203718.195808866,53593.222536579,41922.9682674957,508.125837598934,40.8371331794309,33.9079998117567,880.150908063302,-44.1284348302942,30.4002980662422,236,310.47878835475,420,6266.7137277289,42.1837215313392,3,5,42871.0455201754
"Spring","ATL","Rain","Stratus","Subtropical Jet","Low","B737","Leather","LEAP-1A","France","Classic Terminal",831.640612592208,87230.8834665774,19434.0672461674,39600.3215620635,498.841417425012,28.4583804842368,10.4499021785041,224.742885591669,-38.5637306746014,0,97,185.422072824194,145,7803.11022687741,16.1819969607911,7,2,4089.65168365868
"Spring","ATL","Storm","Cumulonimbus","No Significant Jet","High","A320","Standard Fabric","LEAP-1A","France","Classic Terminal",716.676019218049,83067.0396849041,17784.7921651814,35981.2635643925,447.178781478313,-51.5084577334747,38.9957373717694,308.881900237323,-46.9029299801454,28.4300305369595,76,199.977492356109,99,7810.78852920967,44.3412445882256,7,2,5832.15480256584
"Summer","LAX","Clear","Cumulus","Subtropical Jet","Low","A320","Leather","LEAP-1A","France","Modern Glass",1297.93023479723,89611.8791468978,20206.8292176983,41251.8222621758,481.838064435298,47.4251649222418,79.7887971021571,440.257593902166,-27.0821799483837,0,113,195.661270752768,204,7888.71537874343,27.1186516189612,2,3,7699.54702161704
"Winter","JFK","Clear","Stratus","Weak Jet","Moderate","B737","Leather","CFM56","Consortium","Classic Terminal",665.709262106795,75687.1660435762,17678.8136952032,36693.672415996,480.666278960018,9.96983613997499,26.2067906862616,170.038140865473,-55.5864469841608,0,89,165.605040731941,118,7335.433623624,9.7005446515127,3,1,3293.3006974649
"Fall","ATL","Storm","Cumulonimbus","Polar Jet","High","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",1301.3999943845,94918.3618629119,20108.4822663403,37645.8312512321,480.651801526131,22.4053969903541,80.8538780312262,419.90697575009,-61.9193937380333,0,88,196.688675498389,165,8129.3205841807,46.4605075794358,1,5,9677.9863462886
"Winter","LAX","Clear","Cumulus","Polar Jet","Moderate","A320","Leather","CFM56","Consortium","Classic Terminal",734.477406960498,66603.3031825496,14206.4358575683,35831.0780221705,468.219156152042,39.1764450679186,14.5263908995502,86.8058255252473,-58.6698271878976,3.93187871064164,59,145.64675683464,102,7344.15059289303,8.58784298213222,4,0,2391.22083136376
"Winter","ATL","Rain","Stratus","Weak Jet","Moderate","A320","Leather","LEAP-1A","France","Modern Glass",478.532770780805,72468.5858281312,17266.8291017784,36988.2285826741,469.739414696042,-4.45885660021828,20.6669546805214,139.378751974454,-54.4160467044104,16.7562478098545,97,170.725038319852,97,7543.8732446097,12.3849903309426,4,1,2561.84547994307
"Fall","LAX","Snow","Cumulus","Polar Jet","Moderate","B787","Lie-Flat Premium","CFM56","Consortium","Classic Terminal",2399.74332761915,184177.070693811,43454.0290692844,43335.4436644934,517.724414783593,43.4349522984269,31.8020894920198,339.319913811723,-57.5796533850068,27.4084185294434,124,209.077928822919,301,5177.54818015186,19.2960831063718,7,1,23187.9860959307
"Summer","ATL","Rain","Cirrus","Weak Jet","Low","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",475.515342332297,59515.133039507,16601.6886404434,32954.8455151698,457.520668421228,-12.5751161921124,8.88333104166616,106.035091297672,-34.9352455498379,6.01776640096202,53,173.795104877217,120,7330.54414205757,6.8060576026434,7,0,1963.83864315808
"Spring","ATL","Snow","Stratus","Subtropical Jet","Moderate","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",1720.57169273659,204523.131874294,41700.4990810298,43218.0633028028,507.489689953296,21.3132567275177,51.5706397576432,303.447838175878,-44.9756652127805,0,160,250.220946605464,149,5245.05175755127,25.6867038228853,5,8,12147.6724917976
"Summer","LAX","Clear","Cumulus","Polar Jet","High","B737","Leather","LEAP-1A","France","Modern Glass",1163.60866145832,82621.4560372024,22628.1670481674,40102.5695348767,482.242940698318,95.8032521985532,30.36916085896,173.144300374038,-42.5028302525471,30.9528182086964,58,171.090290885829,224,7312.35644573716,37.1609248055242,5,0,6366.98862075444
"Spring","JFK","Rain","Cumulus","Polar Jet","High","B737","Leather","CFM56","Consortium","Classic Terminal",1087.42535556453,87374.8651052563,18225.0085232028,38692.437418845,469.02215028027,43.7529973509211,30.1000383509353,220.98953282861,-56.7134450797126,10.0609662009043,92,202.523646962623,170,7646.12312744149,31.4552399821654,5,1,6345.62041948004
"Winter","ATL","Clear","Stratus","Subtropical Jet","Low","B787","Premium Fabric","GEnx","United States","Concrete Hub",1705.14027840101,177199.742087355,51987.1597734543,43883.1219252093,525.152137607987,5.0696792586198,7.30017345162703,402.567472279638,-41.757004469306,0,207,286.796190240189,354,5639.66167062916,11.6979343089365,3,6,11511.61413949
"Winter","LAX","Storm","Cumulonimbus","Polar Jet","Moderate","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",2674.0400402015,173366.568285928,40784.3206643814,40982.2848268098,535.524605632921,49.1843130210122,101.144328893454,425.970293805888,-57.5074235533175,0,84,200.047272897182,206,4578.19415529198,7.59119227684718,1,6,24616.0267589739
"Spring","LAX","Rain","Cumulus","Weak Jet","Low","B737","Premium Fabric","LEAP-1A","France","Classic Terminal",825.073029091754,84011.9432241444,15133.1554492848,39831.5204497674,510.161657329637,21.3619673533194,17.2126237100553,316.022773532841,-41.7330359405286,0,63,193.532599626325,98,7599.70026789826,12.5942611867716,2,0,4846.46429149918
"Spring","ATL","Rain","Stratus","Polar Jet","Low","A320","Leather","LEAP-1A","France","Classic Terminal",499.704150578199,78197.9244905412,15675.1552962745,35837.9723728546,469.291842829286,25.1058787347301,7.77403038275049,70.1578241908551,-53.542885285449,10.3899848092223,75,181.29283131635,123,7802.99948296526,8.4953073138056,1,0,1720.32694491748
"Summer","JFK","Rain","Stratus","Subtropical Jet","Severe","B737","Standard Fabric","CFM56","Consortium","Modern Glass",1123.06521935495,91200.1458583384,23234.5195910901,39485.3942453102,435.348214924392,10.9352516009567,133.750273183439,281.20687666084,-37.0132392878736,99.1196281286796,81,217.673447977795,155,8053.00053726193,39.5669571763629,5,1,10056.8794435349
"Fall","JFK","Snow","Stratus","Polar Jet","High","B737","Leather","CFM56","Consortium","Classic Terminal",1098.80736552276,88155.8227900613,17124.8787949714,37772.9628688465,456.435885661008,33.9695732193983,52.6589445335354,196.913360512558,-62.9099316082134,27.5191610618825,142,202.639885321246,157,7337.03652511057,24.7174253802251,5,2,6960.95247402063
"Fall","ATL","Snow","Stratus","Subtropical Jet","High","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",988.619980839712,95371.9362000075,24751.8118510855,39120.7243151366,508.466358280303,34.8567091953842,68.786872775869,336.419442888915,-45.791407171639,67.3866514111356,101,225.778779546123,158,7900.19714198027,8.84955610942397,4,2,11655.8231655897
"Fall","ATL","Rain","Stratus","Weak Jet","High","B737","Premium Fabric","CFM56","France","Concrete Hub",786.692787713914,88608.9486120631,24107.1929811471,37504.0412512818,474.73900390687,23.3919704926395,33.6439679031685,308.155953586185,-45.1342842378843,24.3967369339369,76,200.099368664279,162,7786.97887916131,24.9075386664638,8,3,6825.09684046083
"Summer","LAX","Clear","Stratus","Weak Jet","High","A320","Leather","LEAP-1A","France","Modern Glass",1171.47453069692,95587.6467336273,24596.9592564331,39223.2798180049,495.933145605677,-3.01237957200415,28.9536832676447,428.30334492515,-34.2975786820928,5.34187175134787,120,196.612155068714,216,7517.67938727704,19.6272541069857,6,3,9473.76228139591
"Spring","LAX","Clear","Stratus","Weak Jet","Moderate","A320","Leather","CFM56","France","Modern Glass",755.79962905368,76340.1374708302,17763.7260292331,35767.0427128152,462.093668574353,-24.4039025683413,31.5129967006915,233.872794682469,-41.2557598529971,5.92567237873904,75,181.79380828929,127,7792.08722087029,15.1572807160899,7,1,4441.13058280939
"Summer","LAX","Clear","Cumulonimbus","Subtropical Jet","High","A320","Leather","CFM56","Consortium","Classic Terminal",1247.01474176802,90196.9279308782,22167.3734001943,40837.9442572412,497.203458499133,35.9490295179843,87.5295571961671,389.875992454488,-28.0453760790284,0,63,168.709798447979,191,7795.41100129765,31.3191266656489,2,1,8836.3421867427
"Summer","LAX","Rain","Cumulus","Subtropical Jet","High","A320","Standard Fabric","CFM56","Consortium","Modern Glass",950.213267651357,70587.5237580973,20025.2810668294,38821.1890028935,461.16203649612,36.1670426430125,55.1492924396537,167.600393063811,-29.1844953363716,53.4830026595979,62,178.70150991045,119,7715.96705688581,25.8779145379658,2,0,5731.0466535619
