quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q3,Fri,0,Toys,Generic,SonyAudio,MarketplaceSeller,FBA,1,Peak,0,Poor,Top5,21.88721929,54.83850599,2.504320963,4.3,59,29,3151,0.5,-7.4,1,7.005043328,0.3400773,10.70834062,25,36,3151,1126,3.39,31.1,22.8,33931
Q2,Mon,0,SportsOutdoor,Apple,iPhone,ManufacturerDirect,MerchantFulfilled,0,Medium,0,Premium,Top5,3095.04099,5.667742354,111.2765411,5,256,185,205,1,-14.9,69,1288.801422,83.85969999,642.1210939,6,11,205,864,1.24,68.1,100,39432
Q2,Wed,0,Beauty,Generic,Galaxy,IndependentArtisan,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,33.06445277,77.67323105,1.540906845,3.4,10,6,42,7,4.1,0,9.954538941,1.248376634,10.31388387,71,99,42,633,0.85,1,41.5,211
Q3,Thu,0,Beauty,Loreal,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,6.459995262,21.75270697,0.353047339,3.4,3,0,123,4,1.1,0,2.299776716,0.078320345,2.431662609,42,48,123,172,0.57,1,17.9,198
Q4-Holiday,Tue,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,16259.23622,13.36166145,717.9573057,5,898,635,43,1,-33.2,680,1936.810248,616.3164606,15037.68219,2,7,144,43,3.92,98.6,100,6168106
Q4-Holiday,Wed,0,Electronics,Apple,Galaxy,MarketplaceSeller,FBA,1,Peak,0,Standard,Top100,2390.872824,4.272832181,19.10433033,4.3,130,13,230,0.5,-26.6,0,461.1559838,12.39467401,151.1573409,1,2,627,1008,4.11,16.7,100,41
Q2,Sat,0,Home,Apple,HasbroGaming,ManufacturerDirect,FBA,1,Medium,1,Good,LowVisibility,87.6788176,7.017399251,1.976295459,4.7,14,1,172,0.5,-17.4,1,19.3099889,0.842592451,18.74123857,29,29,172,298,1.89,18,100,1506
Q1,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,1,Premium,Top5,13496.64915,5.812422192,384.0263489,5,2948,474,78,0.5,-39.9,165,2072.987451,248.6252728,6997.243683,2,4,103,248,1.38,81.7,100,853152
Q3,Wed,0,Books,Sony,iPhone,Publisher,FBA,1,Peak,0,Premium,Top5,249.1260772,16.01597223,22.20564172,5,455,343,972,0.5,-25.1,40,26.43283924,3.145778446,181.8071148,139,194,2453,156,3.12,65.9,100,603712
Q3,Mon,0,Books,AmazonBasics,PenguinClassics,Publisher,FBA,1,High,0,Standard,LowVisibility,1.935214642,26.53695089,0.156667714,4.1,5,2,4294,0.5,-13.6,0,0.953153812,0.033840723,0.718941701,2758,3615,5922,267,2.32,1,43.5,1414
Q4-Holiday,Sun,1,Clothing,Nike,NikeRunning,Importer,FBA,1,Peak,0,Poor,Top5,82.68768993,77.32376824,17.78252781,4.1,10,21,1362,2,3,2,13.18629275,1.822951939,90.72147287,6,18,1362,368,5.34,31.9,62.4,9537
Q2,Sat,1,Grocery,Nike,NikeRunning,WholesaleAggregator,MerchantFulfilled,0,High,0,Good,LowVisibility,11.67502633,42.56178473,1.272591603,4.4,1,3,1007,3,-6.5,0,7.291345584,0.193240053,5.990438594,109,111,1007,211,3.04,1,53.4,1038
Q2,Tue,0,Books,Generic,PenguinClassics,Publisher,FBA,1,High,0,Good,Top20,5.56188283,11.55933062,0.212569079,4.8,1,4,738,0.5,-2,0,2.09976065,0.136971442,0.293521988,75,133,981,123,2.12,1,94,1840
Q3,Mon,0,Grocery,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,10.03220305,62.64071165,0.593995635,4.3,2,7,214,5,-0.9,0,6.000962335,0.422146739,2.709206708,31,143,214,90,1.43,1,63.4,556
Q3,Tue,0,Beauty,Generic,PenguinClassics,AuthorizedDistributor,FBA,1,Low,0,Good,LowVisibility,10.73136559,50.86966586,1.440234974,4.7,3,10,4407,0.5,-2.9,1,4.987338424,1.095739394,20.50240844,97,122,4407,293,1.37,1,77.7,2356
Q4-Holiday,Sat,1,Toys,Hasbro,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Poor,Top5,10.76016424,96.31775516,24.46482925,3.3,49,141,1245,4,-19.9,33,2.950469412,5.277205196,244.4757771,152,152,1245,275,4.79,40.3,6.7,2580275
Q1,Mon,0,Toys,Generic,Galaxy,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,30.34346777,33.5936992,1.429083657,4.2,5,3,225,2,12.7,0,22.7084113,1.200681525,4.750771272,65,65,225,1249,0.25,1,48,545
Q4-Holiday,Sat,0,Toys,Nestle,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,56.93427651,49.35483004,16.03099674,5,30,40,1601,0.5,-14.9,7,24.7561965,6.367875196,173.216035,4,19,1601,118,2.98,57.3,100,318671
Q3,Wed,0,Home,Generic,HasbroGaming,MarketplaceSeller,MerchantFulfilled,1,High,0,Standard,Top20,27.31511464,64.2878536,0.713457759,4,6,2,85,1,10.1,0,7.84787543,0.538311639,4.673436231,11,48,141,1288,1.84,1,70,247
Q3,Fri,0,Home,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Premium,Top100,11.32207838,35.87706421,0.66544009,4.5,12,5,1002,0.5,-15.6,1,3.499119998,0.27467129,4.513840347,404,433,1554,93,2.3,11.8,81.8,4540
Q1,Mon,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,17670.45432,1.595270593,592.8779775,5,5332,1169,282,0.5,-22.4,181,3520.35442,173.6710634,3544.233812,7,11,298,268,1.11,90.8,100,111678
Q1,Sun,1,Electronics,Penguin,PenguinClassics,Publisher,FBA,1,High,1,Standard,Top5,59.73025938,59.85004391,23.61957979,4.8,92,1060,3529,0.5,-27.1,105,11.57071837,16.01836847,353.2213958,132,305,8461,395,3.47,71.5,88.9,19794417
Q2,Thu,0,Grocery,Generic,GenericBrand,MarketplaceSeller,FBA,1,High,0,Poor,LowVisibility,3.313885033,41.33018956,0.165385329,3.7,3,1,453,1,-9.3,0,0.872957519,0.119604098,1.166469837,37,59,453,135,2.35,1,0,1851
Q4-Holiday,Sat,0,Grocery,Loreal,iPhone,Publisher,FBA,1,Medium,0,Premium,Top20,90.12516038,9.851723516,4.909271643,5,45,35,749,0.5,-12.4,3,19.69270644,1.812335097,36.51413557,15,43,978,121,3.39,39.1,100,4379
Q2,Tue,0,SportsOutdoor,Penguin,PenguinClassics,Publisher,MerchantFulfilled,0,Medium,0,Standard,Top20,12.52784308,24.05551792,0.482139211,4.7,10,0,681,2,-3.2,0,5.879230409,0.113265178,2.073617997,90,290,681,241,0.94,1,55.9,666
Q4-Holiday,Sat,0,SportsOutdoor,Generic,Kindle,AuthorizedDistributor,FBA,1,High,0,Premium,LowVisibility,100.9069746,23.55900661,1.062903325,5,6,2,146,1,-2.6,0,43.26472816,0.497047069,7.439365125,90,133,146,99,3.72,1,100,537
Q2,Thu,0,Toys,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Good,Top100,5.078727049,24.63216671,0.478107198,4.8,43,15,3242,0.5,-2.7,1,1.981233904,0.401528576,3.391430504,709,815,3242,163,1.76,19.7,67.3,8952
Q2,Tue,0,SportsOutdoor,Sony,PlayStation,ManufacturerDirect,FBA,1,Low,0,Premium,LowVisibility,378.7217533,18.67413299,5.056250135,5,59,2,265,1,-6.6,0,111.9320702,2.422080017,30.18964286,7,24,348,503,1.06,2.9,100,89
Q4-Holiday,Thu,0,Clothing,Nike,LorealParis,MarketplaceSeller,FBA,1,Peak,0,Standard,LowVisibility,29.00411256,47.62601972,1.383688466,3.9,5,21,316,0.5,-5.9,0,1.984244553,0.952118641,4.386628021,18,44,537,489,4,1,66.2,205
Q3,Sat,0,Beauty,Loreal,Nescafe,IndependentArtisan,MerchantFulfilled,0,Low,0,Standard,LowVisibility,4.867506622,78.67718835,0.617044094,4.7,2,1,111,11,3.5,0,2.383250198,0.094370907,11.11875744,160,160,111,219,0.7,1,70.4,895
Q2,Tue,0,Grocery,Generic,Galaxy,Importer,FBA,1,High,0,Standard,Top20,20.37892427,36.75234379,1.624630838,4.2,1,6,465,1,-1.6,1,1.50373544,0.898904101,8.304872594,22,55,465,124,2.64,20.3,55.8,3398
Q4-Holiday,Fri,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,17786.38976,8.108979904,520.9388759,5,2513,788,750,0.5,-17.9,195,3196.634052,418.204126,5374.256579,3,5,750,94,4.42,85.5,100,356809
Q2,Sat,0,Clothing,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,Top100,5.535177248,19.91891945,0.299922512,3.7,0,1,32,4,8.9,0,1.177989755,0.11078205,1.015786684,36,36,41,601,1.12,1,31,60
Q4-Holiday,Thu,0,Electronics,Generic,AmazonBasics,MarketplaceSeller,FBA,1,High,1,Good,Top5,137.1455871,61.44186204,8.915803021,4.8,42,65,536,0.5,-12.3,18,51.05029758,7.160633449,253.4929077,3,6,536,155,3.79,55.5,88.6,2167524
Q2,Thu,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top100,2.522502462,50.9834192,0.205681518,5,33,9,21388,0.5,-7.3,2,0.868747754,0.085119404,2.435948145,963,2195,21388,179,2.06,22.6,58.4,15662
Q1,Wed,0,SportsOutdoor,Samsung,Galaxy,Importer,MerchantFulfilled,0,Medium,0,Standard,LowVisibility,256.846204,22.20689816,2.990306576,4.4,10,5,46,12,2.4,0,166.7386303,1.103635662,8.541313791,22,85,46,3064,0.83,1,88.6,6
Q4-Holiday,Sat,0,Toys,Generic,PenguinClassics,Publisher,FBA,1,High,0,Good,Top20,12.36464805,53.85324495,1.880288783,5,27,5,2511,0.5,0.5,1,6.833449795,0.955766951,7.125982123,39,114,2954,202,3.88,27.5,100,49952
Q3,Sat,0,Grocery,PG,NikeRunning,Publisher,FBA,1,High,0,Good,LowVisibility,9.163973795,22.59886386,0.789552259,4.5,2,2,4279,0.5,-7.8,0,0.60470949,0.680389737,2.614798206,33,87,4279,33,2.81,1,82.4,1250
Q2,Fri,0,Grocery,Generic,AmazonBasics,AuthorizedDistributor,FBA,1,Medium,0,Good,Top20,4.39339877,29.43907944,0.484548699,4.1,13,1,1764,0.5,-16.8,1,1.296950591,0.246795677,9.684701954,14,33,1764,40,2.04,22.9,54.7,8546
Q4-Holiday,Sat,0,Grocery,Generic,SonyAudio,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,LowVisibility,3.980894122,54.79967019,0.249814471,3.8,0,1,726,2,-6.6,0,1.539534744,0.1510647,0.591806209,73,74,726,403,2.26,1,42.4,124
Q4-Holiday,Sat,1,Books,Penguin,PenguinClassics,Publisher,MerchantFulfilled,1,Peak,0,Standard,Top100,1.995654832,16.11912324,0.068409579,4,30,7,2415,1,-3,0,0.752487994,0.031320168,0.333136794,1353,3225,2415,157,3.94,1,46.6,2480
Q1,Tue,0,Grocery,AmazonBasics,Galaxy,WholesaleAggregator,FBA,1,Medium,1,Good,Top5,20.73692849,64.59667579,6.6377548,4.7,71,290,2092,0.5,-19.9,22,7.948166269,4.79535187,95.97639195,34,63,2738,137,2.1,59,86.6,2976696
Q2,Fri,0,Clothing,Nestle,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,LowVisibility,47.99898409,29.40057645,1.509916759,4.7,3,2,253,0.5,-8.3,0,18.17505051,0.639580709,10.53620861,13,23,572,463,1.69,1,89.2,542
Q2,Tue,0,Toys,Generic,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Standard,Top5,81.89470159,64.03811981,6.560562396,4.9,71,34,1232,0.5,-18,6,11.62641629,4.555974594,41.64117955,28,49,1232,260,1.47,52.4,89.2,257062
Q3,Tue,0,Electronics,Sony,PlayStation,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,1831.397795,32.77636521,63.08649333,5,610,213,448,0.5,-23.9,174,325.840267,39.43211911,686.8929392,26,67,949,431,2.89,73,100,311450
Q1,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,2.036189012,37.70724929,0.159957958,4.9,23,2,854,0.5,-13.2,0,0.823795203,0.13018297,0.739104862,186,230,1271,129,0.64,1,69,4038
Q3,Fri,0,Home,Apple,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,1891.165847,10.39210242,71.22580404,5,101,464,145,0.5,-11.4,66,214.9404008,44.3077062,499.179163,5,5,289,100,2.64,77.8,100,157392
Q4-Holiday,Sun,0,Home,Generic,SonyAudio,WholesaleAggregator,FBA,1,High,0,Good,LowVisibility,30.20694805,35.11246876,0.466367978,4.7,2,4,324,0.5,7.4,0,18.40592422,0.200684123,3.320083779,46,58,351,105,3.76,1,82.5,101
Q4-Holiday,Sat,1,Toys,Generic,Galaxy,WholesaleAggregator,MerchantFulfilled,1,High,1,Good,Top5,125.7016326,86.85759782,69.85389103,4.6,902,485,1470,2,-24.3,95,12.78941313,32.43681166,724.1010654,16,44,1699,702,4.57,63,91.7,43176244
Q1,Sat,0,SportsOutdoor,Generic,PlayStation,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,Top100,74.45222643,49.9949427,1.478652389,4.1,5,0,295,5,18.3,0,36.80053309,0.700498354,10.32154524,19,53,295,1313,0.25,1,43.6,76
Q4-Holiday,Sun,0,Toys,Apple,iPhone,WholesaleAggregator,FBA,1,Peak,0,Premium,Top5,1385.264367,37.29688447,296.9262784,5,613,638,4552,0.5,-19.9,1290,535.3146958,206.7488944,4790.556765,36,57,4552,441,4.85,88.6,100,2652406
Q4-Holiday,Wed,0,Electronics,AmazonBasics,HasbroGaming,IndependentArtisan,MerchantFulfilled,0,High,1,Premium,Top20,74.14799558,66.28928055,8.664556079,4.4,6,7,207,5,-14.7,2,18.03321282,7.706236258,120.2579324,33,40,207,1009,2.54,11.6,82.7,1211
Q3,Tue,0,Home,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,245.3348569,18.42179997,7.797448838,5,103,26,1696,0.5,-0.5,11,54.61736086,1.555491797,72.85427302,16,22,1696,118,2.64,65.7,100,28239
Q2,Sun,0,Books,Generic,PenguinClassics,Publisher,FBA,1,High,0,Standard,LowVisibility,2.862360286,30.99322708,0.111449533,4.9,4,26,2245,0.5,-3.2,0,1.271252128,0.072944423,0.637384211,1872,1872,2245,125,2.22,1,45.7,1605
Q1,Thu,0,SportsOutdoor,Generic,Nescafe,Importer,MerchantFulfilled,0,Low,0,Standard,Top100,9.005712051,48.27857821,0.277178017,4.5,2,0,501,6,5.2,0,2.455491195,0.226711302,1.712627019,79,131,501,1927,0.25,1,44.2,147
Q4-Holiday,Mon,0,Electronics,Generic,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top20,80.59766281,26.16734803,1.937257463,4.9,2,32,2316,0.5,-11.6,1,55.9815666,1.478731932,15.00403617,21,39,2316,299,2.4,7.6,87.7,520
Q4-Holiday,Wed,0,Clothing,Nike,NikeRunning,Importer,FBA,1,High,0,Standard,LowVisibility,55.94318124,43.84214475,1.241053379,4.6,4,2,137,1,2.4,0,12.6461511,0.323577323,6.320404834,31,31,287,516,3.61,1,90.7,126
Q4-Holiday,Sun,0,Clothing,Nike,NikeRunning,MarketplaceSeller,SellerFulfilledPrime,1,Medium,0,Poor,Top5,69.07420918,74.13756809,8.365195179,4.3,33,7,535,1,6.4,3,16.85134307,2.243235964,49.29418845,29,45,535,629,2.52,9.7,31.7,12450
Q4-Holiday,Sat,1,Electronics,Sony,iPhone,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,4956.04142,42.52016319,1411.946507,5,3674,20051,1087,1,-27.1,9703,831.6229864,975.9290142,33223.76211,21,23,1087,108,5.77,96.8,100,103208052
Q4-Holiday,Thu,0,Toys,Generic,SonyAudio,WholesaleAggregator,FBA,1,High,0,Standard,LowVisibility,14.08406444,30.40614455,0.88461893,4.6,0,1,395,1,-0.7,0,6.444747192,0.454890033,6.995593237,21,26,534,159,3.86,1,67.9,1074
Q1,Wed,0,Beauty,PG,Galaxy,AuthorizedDistributor,FBA,1,Medium,0,Poor,Top20,51.99607218,25.68839273,1.510914899,3.6,9,18,306,0.5,-7.4,0,11.51729439,0.942411465,17.53308007,17,20,1233,641,1.57,7.1,48.7,1986
Q3,Mon,0,Books,Generic,PenguinClassics,Publisher,FBA,1,Medium,0,Premium,Top100,5.842095403,9.812994799,0.152597839,4.6,7,7,2502,0.5,-11.6,0,1.986695027,0.029767675,1.877433723,2745,2745,3799,121,1.81,1,87.6,4906
Q1,Tue,0,Home,Generic,Galaxy,AuthorizedDistributor,FBA,0,Low,0,Premium,LowVisibility,93.98904671,58.74438,2.903434686,4.4,3,1,401,1,-9.5,0,46.52909684,0.298576563,36.7518291,15,47,401,759,0.49,1,100,494
Q1,Mon,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Low,0,Good,Top100,989.8420376,65.05788097,23.54390607,4.8,273,12,2142,0.5,-7.5,16,131.0026671,5.756288158,246.3809102,48,75,2142,562,0.93,49.6,100,14581
Q1,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,LowVisibility,1.957627207,3.382920746,0.065754262,4.6,7,2,2819,0.5,6.9,0,0.303014743,0.052466006,0.161868747,798,1101,2819,407,0.61,1,61.4,659
Q1,Mon,0,Toys,Loreal,HasbroGaming,WholesaleAggregator,FBA,1,Medium,0,Standard,LowVisibility,13.60946202,29.81510462,1.330327421,5,8,8,1063,0.5,0.6,1,5.392672185,0.930344091,10.96684123,21,25,1063,72,1.76,1,82.8,2067
Q1,Mon,0,Electronics,Samsung,Galaxy,Importer,FBA,1,Medium,0,Standard,LowVisibility,756.3683861,79.402706,17.01711925,5,99,82,432,1,-16.5,7,441.1670685,6.357548538,147.166402,13,29,432,947,1.6,22.5,90.7,13839
Q1,Mon,0,Clothing,Loreal,AmazonBasics,Importer,SellerFulfilledPrime,1,Low,0,Standard,LowVisibility,11.90490899,64.4918014,1.241859662,4.3,6,2,257,2,-6.2,0,2.119418764,0.652463436,7.732223885,28,96,257,233,0.51,1,59.5,635
Q4-Holiday,Sat,0,Grocery,Hasbro,SonyAudio,ManufacturerDirect,FBA,1,Peak,0,Standard,LowVisibility,3.506696566,20.36717003,0.273760487,4.2,6,1,1128,1,-10.7,0,0.636293874,0.16265457,1.07232166,7,34,1128,43,4.59,1,64.6,884
Q3,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top20,3.019498377,46.53209567,0.252580032,4.9,48,11,2552,0.5,-10.3,1,0.426858732,0.213843005,1.383560972,1320,5824,2552,118,2.61,15.7,63.6,20995
Q4-Holiday,Mon,0,Electronics,Apple,iPhone,ManufacturerDirect,FBA,1,High,0,Premium,Top20,14554.09637,4.988008341,468.2254741,5,1862,326,567,0.5,-20,120,8588.661627,144.0119563,2134.772268,7,24,1102,181,3.74,84.3,100,49909
Q3,Sat,0,Grocery,Hasbro,LorealParis,WholesaleAggregator,MerchantFulfilled,0,High,0,Good,LowVisibility,3.328711636,20.87738476,0.252196454,4.4,0,0,1605,1,-9.7,0,1.121059113,0.131742086,4.9309178,30,34,1605,216,2.41,1,54.3,484
Q3,Sat,0,SportsOutdoor,Generic,Nescafe,AuthorizedDistributor,FBA,1,High,0,Good,Top20,23.68759619,35.68817395,0.579270951,4.4,1,4,884,0.5,0,0,7.282312825,0.155749684,2.13257052,66,75,1726,257,2.8,3,90,673
Q3,Fri,0,Toys,Generic,AmazonBasics,MarketplaceSeller,FBA,1,Low,1,Standard,Top5,18.23527958,38.48472642,6.166387182,4.5,6,35,501,0.5,-18.8,5,3.590922775,1.398716143,52.71693823,46,108,3093,311,1.71,36.7,51.2,792085
Q3,Sat,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,Top100,36.37804973,26.0787431,1.272992423,3.3,0,1,102,3,2.6,0,28.87992085,0.594634734,9.992141064,38,38,102,2118,1.41,1,22.9,47
Q4-Holiday,Sat,0,Toys,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Standard,Top20,5.268184636,30.85737577,0.499865493,3.9,8,8,509,3,0.9,0,1.30773806,0.395958672,4.36793447,76,135,509,847,3.43,1,36.3,848
Q2,Mon,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top20,11092.52478,13.18136705,225.0761633,5,439,123,425,0.5,-33.7,43,4485.055817,129.3039219,3151.925221,9,9,425,173,1.24,66.8,100,2571
Q1,Sun,0,Electronics,Generic,AmazonBasics,AuthorizedDistributor,FBA,1,Low,1,Standard,Top5,89.0230803,38.16582427,8.75701812,4.3,57,201,2205,0.5,-22.5,25,17.91593691,2.992504862,120.3964902,9,15,2205,89,1.38,71.1,58.3,332489
Q3,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,LowVisibility,2.168680281,35.59138372,0.10361849,5,6,0,885,0.5,-5.6,0,0.840614039,0.080356547,0.906333144,466,1883,885,42,1.15,1,73.7,3133
Q3,Fri,0,Home,Generic,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top20,12.00360628,60.38824412,0.755144158,4.3,4,6,1714,0.5,-8,0,1.416983249,0.079779216,15.52821361,125,247,2150,350,2.37,9,48.3,1991
Q1,Thu,0,SportsOutdoor,Generic,HasbroGaming,IndependentArtisan,MerchantFulfilled,1,High,0,Good,LowVisibility,31.26283214,42.74927946,1.211706276,3.6,2,0,76,3,0.1,0,24.99293145,0.885773426,9.340129808,63,76,76,2106,1.22,1,59.8,77
Q3,Mon,0,Clothing,Nike,NikeRunning,MarketplaceSeller,FBA,1,High,0,Good,Top20,92.59399564,36.3579299,4.887156455,5,83,51,519,0.5,-2.9,1,41.69025669,4.131838224,25.00051874,118,118,852,512,2.49,19.8,85.3,6100
Q2,Fri,0,Grocery,Generic,PenguinClassics,Publisher,FBA,1,Medium,0,Standard,Top5,4.060064157,45.1490309,0.389808546,4.3,7,9,1837,0.5,-11.1,0,0.392586244,0.3151046,1.134172611,56,75,2739,81,2,3.4,66.3,24325
Q1,Wed,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,14969.1528,4.851186234,450.3508334,5,453,781,374,0.5,-20.6,36,2075.800588,145.1158025,5359.507686,1,1,594,356,1.11,82.6,100,23239
Q2,Sun,0,Home,AmazonBasics,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,149.8971835,20.663459,4.977494132,5,22,7,1540,0.5,-7.6,6,56.57539082,1.939909895,50.13961203,21,49,1540,141,2.01,57.8,94.8,33319
Q1,Thu,0,Clothing,Hasbro,NikeRunning,MarketplaceSeller,MerchantFulfilled,1,Low,1,Good,LowVisibility,23.63387323,25.90253507,0.966803891,4.3,11,2,22,5,-9.8,0,4.300679404,0.459290049,4.934432611,40,40,47,351,0.25,1,63.2,124
Q4-Holiday,Fri,0,Beauty,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Peak,0,Poor,LowVisibility,12.85495175,36.4072898,0.395518457,3.9,5,0,72,3,-2.1,0,3.191137657,0.230153683,2.073910328,153,155,72,562,3.08,1,24.7,1468
Q1,Sat,0,Books,Generic,Kindle,Publisher,FBA,1,Low,0,Standard,Top5,18.88531812,33.90171733,1.860244993,5,84,12,2860,0.5,-13.9,3,6.761859563,0.545916398,4.435812822,126,388,2860,145,1.02,48,80,33708
Q2,Wed,0,Toys,Nike,NikeRunning,WholesaleAggregator,FBA,1,Medium,1,Standard,Top5,80.0372087,42.92371294,17.0251217,4.9,31,28,547,0.5,-8.4,6,31.35239003,8.947466228,65.57313435,5,12,1289,131,2.3,50.3,100,196015
Q2,Tue,0,SportsOutdoor,Loreal,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,High,1,Standard,LowVisibility,16.32611222,35.78982559,0.4849246,4,0,1,42,16,-6.1,0,2.433109825,0.146503061,2.498203158,110,110,42,200,1.49,1,36.6,44
Q4-Holiday,Thu,1,Beauty,Generic,AmazonBasics,MarketplaceSeller,SellerFulfilledPrime,1,Peak,0,Poor,LowVisibility,8.774385561,72.95956978,0.771117178,3.2,10,3,510,1,-8.8,0,2.425498012,0.659022797,3.166808522,117,127,510,303,3.98,1,19.6,1078
Q1,Fri,0,Home,PG,Kindle,ManufacturerDirect,FBA,1,Medium,0,Standard,LowVisibility,30.32523656,12.97010484,0.281402089,4.5,3,3,168,1,-20.2,0,8.639790589,0.071429287,1.448060696,39,50,168,124,1.37,1,71.7,167
Q3,Tue,0,Beauty,AmazonBasics,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Good,Top100,21.15039274,42.57211046,1.011151457,4.2,5,0,230,4,7.5,0,3.404473787,0.388321101,3.073434848,131,175,230,453,1.24,1,71.4,917
Q2,Wed,0,Books,Loreal,AmazonBasics,Publisher,FBA,1,Medium,0,Standard,Top100,4.592450603,34.30876336,0.363955324,4.4,25,5,431,1,-20,0,1.057020728,0.179193863,2.086891953,283,301,431,30,1.52,1,54,2147
Q2,Sat,0,SportsOutdoor,Generic,NikeRunning,Importer,MerchantFulfilled,0,Low,0,Good,Top100,57.99048528,8.977133522,0.633381667,3.8,2,0,22,21,7,0,18.13861491,0.386665574,1.444713703,26,26,22,2675,0.66,1,64.8,1
Q4-Holiday,Sat,0,Toys,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,152.0111047,29.41861882,13.13968672,4.8,72,51,1423,0.5,-6.7,18,33.3570398,7.826694097,164.9363573,32,53,3045,452,4.15,59.8,100,169683
Q3,Thu,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top20,3.241245367,23.80729544,0.143869362,5,49,25,1639,0.5,-3.9,0,0.517840863,0.083288355,0.894769075,2494,4241,4940,74,2.42,16.1,75.2,21640
Q3,Sat,0,Grocery,PG,HasbroGaming,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,Top20,2.517439373,46.1058776,0.479348837,3.1,0,3,337,2,-7.3,0,0.523514498,0.36170925,1.766233122,11,16,337,353,1.72,1,0,915
Q2,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Low,1,Premium,Top5,16719.19189,1.975346238,235.5164371,5,4016,730,56,0.5,-26.2,219,1053.611197,73.08329911,4954.629314,3,5,157,760,1.63,89.1,100,417011
Q3,Thu,0,Home,PG,Kindle,Importer,FBA,1,Low,0,Good,Top100,43.0769561,24.62782432,0.67842782,4.6,2,0,49,1,-9.8,0,8.271002717,0.08575141,5.152105702,17,17,86,221,1.35,1,84,169
Q2,Sun,0,Clothing,Nike,NikeRunning,Importer,MerchantFulfilled,1,High,0,Good,Top20,67.98180489,68.66017322,3.511463389,4,2,14,389,4,-7.3,0,7.311818455,2.800439811,24.67917863,33,33,389,2495,2.04,1,69.5,191
Q1,Sat,0,Toys,AmazonBasics,Nescafe,MarketplaceSeller,MerchantFulfilled,1,Low,0,Premium,Top100,6.04870294,46.97838234,1.470716455,4.8,7,2,1358,1,13.4,0,4.626305326,1.165313522,9.863633702,56,100,1358,1193,0.56,1,74.5,3260
